Ana#López#12345678#ana.lopez@example.com#+34 600 111 222#Calle A 10 Madrid#50001#2025-03-12#3#701.25
#10001#Portátil 15"#1#650.00
#10002#Ratón inalámbrico#2#15.50
#10003#Mochila portátil#1#20.25
Ana#López#12345678#ana.lopez@example.com#+34 600 111 222#Calle A 10 Madrid#50002#2025-06-01#2#95.50
#10004#Teclado mecánico#1#80.00
#10002#Ratón inalámbrico#1#15.50

Luis#Pérez#23456789#luis.perez@example.com#+34 611 222 333#Calle B 20 Valencia#50003#2025-01-20#4#542.00
#20001#Monitor 27"#2#210.00
#20002#Cable HDMI#4#8.50
#10002#Ratón inalámbrico#2#15.50
#20004#Webcam HD#1#60.00

Marta#García#34567890#marta.garcia@example.com#+34 622 333 444#Calle C 30 Sevilla#50004#2025-07-15#2#300.00
#30001#Tablet 10"#1#250.00
#30002#Funda tablet#1#50.00

Carlos#Ruiz#45678901#carlos.ruiz@example.com#+34 633 444 555#Calle D 40 Bilbao#50005#2025-02-10#5#541.55
#40001#Disco SSD 1TB#2#120.00
#40002#Memoria RAM 16GB#2#75.00
#40003#Fuente 650W#1#85.00
#10002#Ratón inalámbrico#3#15.50
#40005#Pasta térmica#2#5.65

Lucía#Fernández#56789012#lucia.fernandez@example.com#+34 644 555 666#Calle E 50 Málaga#50006#2025-08-21#3#210.30
#50001#Altavoces#1#80.00
#50002#Auriculares#2#45.15
#20004#Webcam HD#1#40.00

Javier#Sánchez#67890123#javier.sanchez@example.com#+34 655 666 777#Calle F 60 Zaragoza#50007#2025-04-05#6#1650.00
#60001#PC sobremesa#1#1200.00
#20001#Monitor 27"#2#210.00
#10004#Teclado mecánico#1#80.00
#10002#Ratón inalámbrico#1#15.50
#50001#Altavoces#1#30.00
#20004#Webcam HD#1#75.00
Javier#Sánchez#67890123#javier.sanchez@example.com#+34 655 666 777#Calle F 60 Zaragoza#50008#2025-09-10#2#200.00
#60007#Disco duro 2TB#1#100.00
#60008#Pendrive 128GB#2#50.00

Elena#Martín#78901234#elena.martin@example.com#+34 666 777 888#Calle G 70 Granada#50009#2025-05-18#2#95.00
#10002#Ratón inalámbrico#2#15.50
#10004#Teclado mecánico#1#64.00

Pedro#Navarro#89012345#pedro.navarro@example.com#+34 677 888 999#Calle H 80 Murcia#50010#2025-10-11#3#330.00
#80001#Router WiFi 6#1#150.00
#80002#Repetidor WiFi#2#60.00
#20002#Cable HDMI#3#20.00

Sofía#Ortega#90123456#sofia.ortega@example.com#+34 688 999 000#Calle I 90 Valladolid#50011#2025-11-25#4#410.00
#30001#Tablet 10"#1#250.00
#30002#Funda tablet#1#40.00
#90003#Lápiz digital#1#70.00
#90004#Protector pantalla#2#25.00
Sofía#Ortega#90123456#sofia.ortega@example.com#+34 688 999 000#Calle I 90 Valladolid#50012#2026-01-05#2#120.00
#90005#Cargador USB-C#2#30.00
#90006#Cable USB-C#3#20.00

Diego#Torres#11235813#diego.torres@example.com#+34 699 000 111#Calle J 100 Alicante#50013#2025-12-12#3#540.00
#100001#Monitor curvo#1#300.00
#10004#Teclado mecánico#1#120.00
#10002#Ratón inalámbrico#2#60.00
